Date,Q,SCA,T,P,Day,Relative Humidity,Wind speed,Wind direction,Snow depth
9/15/2006,13.2,248.5386454,6.4447241,11.1361132,258,80.31,1.69,222.21,0.000219
9/16/2006,13.3,257.9846318,6.151897,0,259,82.51,1.6,225.4,0.000434
9/17/2006,13.2,269.5036531,6.519582,2.49184203,260,86.06,1.37,207.89,0.000393
9/18/2006,13.2,282.1353298,7.3617103,4.58629465,261,85.25,1.27,197.91,0.000086
9/19/2006,12.9,294.9192826,7.0484389,14.9236212,262,85.06,1.54,220.52,0.000688
9/20/2006,12.9,306.895132,6.6129484,7.88736486,263,83.48,1.98,216.21,0.001014
9/21/2006,12.7,317.1024985,6.3180534,4.80877972,264,89.11,1.59,214.56,0.000338
9/22/2006,12.6,324.5810027,5.574639,16.480341,265,87.11,1.76,218.76,0.000223
9/23/2006,8.99,328.6136721,5.12125346,9.36501503,266,87.88,1.94,213.08,0.00043
9/24/2006,9.1,329.4571615,4.41931396,78.1875076,267,91.3,1.93,214.93,0.001119
9/25/2006,7.94,327.6115327,3.28880652,10.827363,268,89.17,1.63,210.21,0.002719
9/26/2006,8.78,323.5768475,4.93214032,0.710535944,269,76.6,1.25,228.94,0.001801
9/27/2006,8.67,317.8531677,5.5724579,0.680901468,270,71.11,1.43,216.07,0.000623
9/28/2006,7.94,310.940555,6.3026872,0.767945051,271,68.88,1.03,231.15,0.000338
9/29/2006,7.94,303.3390712,6.177421,2.79682612,272,77.18,1.01,218.03,0.00046
9/30/2006,7.43,295.548778,5.8228498,2.48954105,273,82.36,1.25,228.07,0.000408
10/1/2006,7.43,288.0362798,5.8477012,2.03115749,274,86.49,1.72,236.52,0.000238
10/2/2006,7.24,281.1343509,5.8795685,0.737082005,275,83.64,1.33,237.58,0.000069
10/3/2006,7.24,275.142308,5.8040038,2.51928425,276,83.29,1.9,221.31,0.000008
10/4/2006,7.24,270.359468,5.6419215,0.402661115,277,65.92,1.56,220.35,0
10/5/2006,7.14,267.0851477,3.61425423,1.34410501,278,68.26,0.51,249.64,0
10/6/2006,7.14,265.618664,4.09864471,0.511980176,279,79.49,1.37,214.24,0
10/7/2006,7.14,266.2593336,4.7460057,7.13847542,280,83.52,1.07,233.07,0
10/8/2006,7.04,269.3064734,4.68533481,0.559585929,281,81.07,0.86,221.89,0.000419
10/9/2006,7.04,274.9010435,5.1274257,1.15406907,282,83.9,1.64,217.48,0.001063
10/10/2006,7.04,282.5505771,5.2289468,0.867176235,283,85.26,1.83,227.77,0.001191
10/11/2006,6.94,291.6042506,4.66991312,0.479103029,284,85.68,1.64,224.36,0.001337
10/12/2006,6.94,301.4112407,4.307281747,1.27544272,285,84.23,1.74,211.36,0.000711
10/13/2006,6.57,311.3207238,3.6924021,0.475022227,286,80.08,1.74,214.37,0.000509
10/14/2006,5.76,320.6818764,3.47819186,4.08630705,287,71.87,1.36,243.03,0.000317
10/15/2006,5.67,328.843875,2.3652011,0.170324221,288,67.77,1.12,236.26,0.00022
10/16/2006,5.59,335.1558961,1.6383176,1.41076696,289,62.76,1.33,220.67,0.00016
10/17/2006,5.59,339.126167,1.6857406,16.0798378,290,65.77,1,226.64,0.000102
10/18/2006,5.41,340.899118,1.530593,23.8622913,291,76.46,1.24,214.99,0.000074
10/19/2006,4.76,340.7782304,0.6383432,31.9247398,292,65.7,1.53,195.14,0.000135
10/20/2006,4.76,339.0669853,1.1076118,12.4768534,293,66.9,1.49,197.99,0.00029
10/21/2006,4.22,336.0688637,-1.74064458,14.7326708,294,78.77,1.91,204.78,0.003455
10/22/2006,4.15,332.087347,-0.96188246,1.36176705,295,74.87,1.41,196.21,0.004876
10/23/2006,3.79,327.4259162,-1.69400469,1.36917078,296,67.73,1.19,187.76,0.00402
10/24/2006,3.71,322.3880524,-0.6909759,0,297,70.16,0.25,217.13,0.00299
10/25/2006,3.71,317.246761,-0.0082152,0.058269437,298,71.13,1.13,215.27,0.002259
10/26/2006,3.71,312.1531432,0.0955542,0,299,74.95,1.11,216.12,0.001793
10/27/2006,3.79,307.2278243,-0.1088201,0.179581895,300,72.14,1.2,221.6,0.001259
10/28/2006,3.71,302.5914298,-0.5657368,0,301,80.51,1.18,216.48,0.000954
10/29/2006,3.71,298.3645849,-0.5801338,0,302,76.75,0.81,223.34,0.000804
10/30/2006,3.71,294.6679151,-0.3607351,0.14730683,303,72.64,0.45,204.29,0.000616
10/31/2006,3.71,291.6220457,-0.0610601,0,304,74.45,1.1,185.64,0.000502
11/1/2006,3.71,289.3476021,1.2721807,0.010046455,305,64.24,0.96,198.06,0.000433
11/2/2006,3.64,287.9235892,0.1821291,0,306,69.95,1.04,203.76,0.000386
11/3/2006,3.57,287.2625305,-0.4507888,5.22612619,307,71.78,1.52,214.57,0.000409
11/4/2006,3.64,287.2353291,-0.2664608,0.239313483,308,72.14,1.04,231.29,0.000323
11/5/2006,3.51,287.7128881,0.0947472,0.115002185,309,68.58,0.15,306.65,0.00025
11/6/2006,3.51,288.5661106,-0.074142,0,310,74.11,1.13,202.54,0.000204
11/7/2006,3.44,289.6658997,0.0892064,1.25318563,311,66.17,0.84,216.88,0.000189
11/8/2006,2.8,290.8831584,-1.07236456,0.027125429,312,68.9,0.85,209.04,0.000159
11/9/2006,2.74,292.0887899,-0.6286944,0.011051101,313,65.46,0.4,201.22,0.000139
11/10/2006,2.74,293.1634829,-0.8188732,1.72682345,314,65.84,0.45,219.68,0.000786
11/11/2006,2.74,294.0270694,-0.9436639,0,315,69.19,0.52,282.93,0.001545
11/12/2006,2.74,294.6091668,-1.04199901,0.215983659,316,64.74,0.69,215.9,0.001284
11/13/2006,2.74,294.8393929,-1.10862843,0,317,60.67,1.17,227.36,0.001102
11/14/2006,2.74,294.6473652,-0.8115998,0,318,56.43,1.07,224.17,0.000984
11/15/2006,2.74,293.9627012,-0.98987674,0,319,51.46,1.23,222.87,0.000874
11/16/2006,2.74,292.7150186,-1.54754069,0.006027873,320,52.02,0.89,257.93,0.000785
11/17/2006,2.74,290.833935,-1.55705197,0.006027873,321,55.98,1.06,243.15,0.000708
11/18/2006,2.74,288.2772439,-2.26864125,0,322,71.04,1.61,250.2,0.000634
11/19/2006,2.74,285.1154431,-2.40900049,0,323,75.8,2.08,255.2,0.000575
11/20/2006,2.68,281.4472061,-1.70446692,0,324,65.25,2.04,286.28,0.000518
11/21/2006,2.68,277.3712067,-1.47008786,0.175591186,325,57.1,1.86,273.23,0.000453
11/22/2006,2.74,272.9861185,-1.76076909,0,326,64.35,2.19,244.87,0.000402
11/23/2006,2.74,268.3906153,-2.36044439,0.151874855,327,71.21,1.8,244.76,0.000373
11/24/2006,3.12,263.6833705,-2.83079188,0.099757068,328,69.21,2.23,241.66,0.000352
11/25/2006,3.12,258.9630581,-3.5450903,0,329,52.19,1.9,264.03,0.000332
11/26/2006,3.12,254.3725459,-3.576458,0,330,45.47,1.95,280.51,0.000312
11/27/2006,3.12,250.2314797,-4.5079734,0,331,52,2.15,242.6,0.000292
11/28/2006,3.12,246.9036996,-3.9261848,0,332,46.51,2.27,269.62,0.000272
11/29/2006,3.12,244.7530457,-4.0931047,0.015069683,333,39.03,2.26,262.33,0.000252
11/30/2006,3.12,244.143358,-3.6212957,0.273405373,334,38.28,1.99,260.84,0.000231
12/1/2006,3.12,245.4384767,-3.5313239,0,335,33.36,1.34,269.16,0.000215
12/2/2006,3.12,249.0022418,-3.6659969,0,336,33.17,1.07,297.38,0.000195
12/3/2006,3.05,255.1984935,-3.2897319,0,337,42.71,0.8,283.93,0.000171
12/4/2006,3.12,264.2170041,-2.68949328,0,338,44.46,1.24,265.45,0.000148
12/5/2006,2.86,275.5512753,-2.49521911,0,339,54.92,1.69,245.84,0.00014
12/6/2006,2.92,288.5207412,-2.74623,0,340,51.88,1.31,230.52,0.00013
12/7/2006,2.86,302.444836,-2.65493817,0,341,57.3,1.75,243.58,0.000122
12/8/2006,2.86,316.6429935,-3.3929258,0,342,66.74,2.34,249.88,0.000116
12/9/2006,2.92,330.4346479,-3.8796126,0,343,55.74,1.93,256.47,0.000109
12/10/2006,2.92,343.1392332,-3.6959158,0,344,59.29,2.46,230.16,0.000152
12/11/2006,2.86,354.0761835,-6.1888617,0,345,90.58,4.41,207.56,0.01709
12/12/2006,2.92,362.7038626,-5.9948846,0,346,70.82,2.15,315.02,0.051138
12/13/2006,2.92,369.0363532,-5.835902,0,347,51.73,1.77,317.46,0.052023
12/14/2006,2.92,373.226668,-5.2324818,0,348,53.05,2.58,344.72,0.045177
12/15/2006,2.86,375.4278195,-3.9076683,0,349,43.24,2.5,7.71,0.036638
12/16/2006,2.86,375.7928203,-3.545124,0,350,40.54,0.74,317.62,0.030918
12/17/2006,2.86,374.4746829,-3.4815823,0,351,47.35,1.36,301.96,0.028084
12/18/2006,2.8,371.6264199,-3.95776,0,352,54.8,1.25,305.24,0.026039
12/19/2006,2.8,367.4010439,-3.9225225,0,353,54.16,1.31,335.95,0.02443
12/20/2006,2.8,361.9515673,-3.7301646,0,354,60.17,0.94,254.85,0.022755
12/21/2006,2.74,355.4310028,-3.5263515,0,355,60.29,1.26,231.06,0.021397
12/22/2006,2.68,347.992363,-3.6551,0,356,52.65,0.99,297.7,0.020382
12/23/2006,2.68,339.7886604,-4.2559382,0,357,51.54,1.26,312.05,0.019358
12/24/2006,2.63,330.9729075,-4.0801987,0,358,39.12,1.21,290.8,0.015207
12/25/2006,2.63,321.6981169,-3.8734877,0,359,39.87,1.83,285.34,0.013189
12/26/2006,2.63,312.1173012,-4.3977331,0,360,42.93,2.06,250.66,0.012473
12/27/2006,2.63,302.383473,-4.619454,0,361,59.05,1.14,264.4,0.012006
12/28/2006,2.63,292.6496447,-4.661985,0,362,49.24,1.88,349.52,0.011531
12/29/2006,2.57,283.068829,-4.4377385,0,363,46.63,2.27,308.99,0.010806
12/30/2006,2.57,273.7940385,-4.220024,0,364,46.22,2.32,290.85,0.009933
12/31/2006,2.57,264.9782856,-4.6595518,0,365,44.57,2.65,250.99,0.00919
1/1/2007,2.48,284.4227421,-5.0761567,0.70799166,1,40.12,2.73,259.84,0.008629
1/2/2007,2.57,284.7195607,-5.7747637,0.871806562,2,36.89,2.49,277.47,0.008032
1/3/2007,2.57,284.9481153,-5.2048787,0.200694039,3,30.91,2.58,292.95,0.007316
1/4/2007,2.51,285.0401422,-4.6769194,0.156900123,4,33.51,2.17,275.81,0.00655
1/5/2007,2.51,284.9273774,-4.0504141,0.069320537,5,29.58,2.95,248.5,0.006023
1/6/2007,2.51,284.541557,-4.3776752,0.967687428,6,24.93,2.72,226.66,0.005653
1/7/2007,2.51,283.8144171,-5.7585614,0,7,30.34,1.04,249.2,0.00537
1/8/2007,2.45,282.6776938,-6.2876482,0.289134353,8,39.34,1.69,261.17,0.0051
1/9/2007,2.51,281.0631233,-6.2375678,0,9,40.11,2.38,260.33,0.004802
1/10/2007,2.45,278.9428359,-5.5887807,0.038176529,10,35.11,2.7,245.2,0.00454
1/11/2007,2.51,276.4505388,-5.9785407,3.59661102,11,26,2.08,234.46,0.004308
1/12/2007,2.51,273.7603337,-6.5074962,0.075348407,12,29.95,2.69,238.01,0.004097
1/13/2007,2.45,271.046322,-7.3349834,1.04648459,13,33.43,2.75,249.92,0.003918
1/14/2007,2.45,268.4826052,-7.5695535,0,14,43,2.32,247.07,0.00376
1/15/2007,2.45,266.2432849,-7.8854395,0,15,57.33,2.3,254.49,0.003627
1/16/2007,2.45,264.5024627,-8.6403794,0.069320537,16,61.05,1.64,241.35,0.003512
1/17/2007,2.39,263.43424,-8.5949469,1.19769502,17,44.15,1.81,286.42,0.003382
1/18/2007,2.39,263.1836197,-8.1992378,0,18,43.24,2.07,268.65,0.003191
1/19/2007,2.39,263.7792101,-7.1017172,0.20623824,19,46.03,2.86,260.82,0.002996
1/20/2007,2.39,265.2205208,-6.997045,0,20,42.36,3.06,260.94,0.00281
1/21/2007,2.39,267.5070615,-6.3297585,0,21,49.4,2.25,258.22,0.002698
1/22/2007,2.39,270.6383416,-6.8601879,0,22,34.76,1.35,289.38,0.002577
1/23/2007,2.57,274.6138709,-6.557462,0.053246208,23,28.58,1.64,333.14,0.002429
1/24/2007,2.57,279.4331589,-6.0306628,0.418226898,24,27.81,1.02,268.88,0.002253
1/25/2007,2.39,285.0957152,-5.2726872,1.00812876,25,35.09,1.51,294.65,0.002066
1/26/2007,2.39,291.539961,-5.2291903,0.259777576,26,35.09,1.99,281.34,0.001906
1/27/2007,2.39,298.4599634,-4.4619561,0.497778207,27,35.12,1.86,261.28,0.001764
1/28/2007,2.39,305.4887013,-4.4949041,0.088793278,28,37.39,1.94,261.13,0.001643
1/29/2007,2.39,312.2591532,-4.5001729,0,29,35.11,1.4,273.86,0.001506
1/30/2007,2.39,318.4042979,-4.3101991,0.045893151,30,50.8,1.24,239.71,0.001421
1/31/2007,2.39,323.5571142,-3.8130243,0,31,57.58,0.94,334.98,0.001472
2/1/2007,2.39,327.3505808,-4.1686359,0,32,46.29,1.05,344.33,0.001246
2/2/2007,2.39,329.4176763,-3.7924702,0.012055745,33,51.74,0.62,299.79,0.001115
2/3/2007,2.33,329.5401223,-4.5394765,0.045007255,34,69.64,1.54,241.87,0.001613
2/4/2007,2.39,328.0946116,-4.0705136,0.353839666,35,76.8,1.67,220.61,0.001569
2/5/2007,2.39,325.6065798,-5.7522629,0.014929747,36,65.95,1.74,271.94,0.002203
2/6/2007,2.39,322.6014624,-6.5134842,1.76109183,37,81.77,2.31,215.41,0.001686
2/7/2007,2.39,319.604695,-6.0511258,0.73596549,38,82.42,1.26,217.26,0.014002
2/8/2007,2.39,317.1417134,-5.8551699,0,39,68.97,1,271.24,0.025835
2/9/2007,2.39,315.7379529,-6.06976,3.43683934,40,57,1,232.94,0.022851
2/10/2007,2.39,315.9188492,-5.0884721,11.3544655,41,59.35,1.51,207.38,0.020895
2/11/2007,2.39,318.0469673,-5.7132139,27.5975056,42,75.92,1.69,188.6,0.025796
2/12/2007,2.39,321.8333898,-5.7390864,0,43,66.27,1.14,236.48,0.030975
2/13/2007,2.39,326.8263285,-7.3967524,53.4217072,44,59.21,1.1,229.07,0.044175
2/14/2007,2.39,332.5739954,-10.3715631,5.20716667,45,97.77,1.17,178.27,0.166429
2/15/2007,2.39,338.6246025,-10.1106092,0,46,85.44,1,272.44,0.181473
2/16/2007,2.33,344.5263615,-8.5721889,0.154595613,47,82.85,1.13,263.71,0.163248
2/17/2007,2.33,349.8274846,-8.1989662,0,48,81.1,0.85,290.25,0.157739
2/18/2007,2.33,354.0761835,-8.4196585,0,49,71.29,1.6,339.02,0.148407
2/19/2007,2.39,356.9341708,-7.4125769,0,50,63.22,1.49,331.14,0.141259
2/20/2007,2.39,358.5171607,-6.2393276,1.05609119,51,60.63,2.56,350.99,0.123276
2/21/2007,2.39,359.054368,-5.2562006,0.080881819,52,48.3,1.7,1.96,0.113467
2/22/2007,2.39,358.7750075,-4.96224,0,53,53.91,1.14,328.93,0.105948
2/23/2007,2.39,357.908294,-4.4826403,0,54,62.24,0.66,309.27,0.098778
2/24/2007,2.39,356.6834423,-4.5805759,1.87575769,55,60.71,0.61,318.41,0.092257
2/25/2007,2.39,355.3296672,-5.6250615,5.14739227,56,78.97,1.28,195.75,0.104574
2/26/2007,2.39,354.0761835,-5.7392685,0.04100078,57,88.74,1.06,259.04,0.109516
2/27/2007,2.39,353.1079719,-5.1059085,0,58,75.07,1.27,305.18,0.106067
2/28/2007,2.45,352.4330771,-4.5525337,2.15361643,59,77.56,1.3,239.12,0.097733
3/1/2007,2.51,352.0153096,-5.2682411,0.526434243,60,91.42,3.21,211.16,0.096639
3/2/2007,2.51,351.8184801,-5.0812391,0.081376284,61,89.26,1.49,295.82,0.101599
3/3/2007,2.45,351.8063989,-5.3752556,0,62,58.73,1.24,302.95,0.09107
3/4/2007,2.39,351.9428769,-3.7412434,0.035941951,63,59.42,1.75,281.34,0.070976
3/5/2007,2.39,352.1917245,-3.7528627,0,64,53.68,1.79,285.8,0.060714
3/6/2007,2.39,352.5167522,-3.7706335,0.468125522,65,58.13,1.53,271.48,0.056589
3/7/2007,2.39,352.8828635,-4.0876035,0.034991298,66,54.28,1.69,331.01,0.053378
3/8/2007,2.39,353.2593321,-3.6949605,0.397007525,67,56.56,0.95,277.01,0.050431
3/9/2007,2.45,353.6165249,-3.135345,0,68,58.44,1.22,235.39,0.047848
3/10/2007,2.51,353.9248084,-2.82547224,0,69,54.94,1.5,231.2,0.047167
3/11/2007,2.39,354.1545494,-3.13910731,0.056867603,70,58.81,1.32,233.96,0.044377
3/12/2007,2.39,354.2761145,-4.1999652,37.7623482,71,65.91,2.05,216.58,0.051741
3/13/2007,2.39,354.2598703,-6.6070304,10.4845543,72,89.54,3.47,197.97,0.069911
3/14/2007,2.33,354.0761835,-4.4782968,1.39548361,73,87.36,3.99,219.11,0.078856
3/15/2007,2.33,353.7040413,-4.6625525,0.165766507,74,82.29,2.46,242.38,0.076943
3/16/2007,2.39,353.1569124,-4.7657581,0,75,57.47,3.05,346.89,0.073758
3/17/2007,2.39,352.4568861,-4.2834582,0,76,55.78,1.83,335.18,0.06843
3/18/2007,2.39,351.6260516,-2.3141745,0.064001218,77,55.61,1.15,340.93,0.052132
3/19/2007,2.39,350.6864983,-1.37817575,0.271479189,78,55.44,0.64,341.8,0.042826
3/20/2007,2.39,349.6603153,-1.2016929,0,79,70.24,1.45,238.16,0.03303
3/21/2007,2.39,348.569592,-1.39103126,0.435011476,80,74.39,1.83,257.25,0.028286
3/22/2007,2.39,347.4364175,-0.7110307,0.306944668,81,63.66,2.18,280.06,0.033625
3/23/2007,2.39,346.2839035,0.0009265,0.092024885,82,56.67,1.63,277.24,0.024084
3/24/2007,2.39,345.139251,0.6967439,0.005023228,83,46.14,2.19,255.02,0.021353
3/25/2007,2.39,344.0306834,0.7823594,0,84,50.51,1.66,260.11,0.018785
3/26/2007,2.39,342.986424,0.060621,0.064912118,85,57.33,0.99,263.93,0.015776
3/27/2007,2.39,342.0346962,0.2343976,0.070667468,86,47.51,1,315.03,0.010919
3/28/2007,2.45,341.2037233,1.4693776,0.669032991,87,45.18,0.63,330.6,0.005505
3/29/2007,2.51,340.5217287,2.3287799,0.005023228,88,47.52,1.06,239.81,0.002382
3/30/2007,2.51,340.0169358,2.7724021,0.330792099,89,55.34,1.2,245.3,0.000778
3/31/2007,2.51,339.6984572,3.0634181,0.317021668,90,58.23,1.44,260.58,0.000228
4/1/2007,2.39,339.4989629,3.809069,1.02667391,91,53.69,1.54,243.66,0.000076
4/2/2007,2.33,339.3320118,3.8753723,0.290058792,92,47.26,1.88,247.39,0.000031
4/3/2007,2.39,339.1111633,3.4146201,0.01203724,93,38.99,2.03,244.51,0.000019
4/4/2007,2.39,338.7499765,2.3813041,0.900355875,94,42.7,1.88,224.73,0.000013
4/5/2007,2.39,338.1620106,1.2086851,7.60496092,95,49.95,1.87,235.93,0.000004
4/6/2007,2.39,337.2608246,1.7053532,0.303665131,96,57.03,2.16,248.81,0
4/7/2007,2.39,335.9599779,1.8879675,24.4429531,97,57.41,2.43,232.62,0
4/8/2007,2.39,334.2061661,0.6997091,8.23034573,98,54.82,2.19,245.25,0.000006
4/9/2007,2.45,332.0786319,1.2788778,0.535383344,99,51.65,2.63,228.35,0
4/10/2007,2.39,329.6897545,1.0280144,1.14542186,100,50.42,1.25,252.82,0
4/11/2007,2.39,327.1519131,1.8115009,3.60792756,101,36.26,1.04,290.01,0
4/12/2007,2.39,324.5774867,0.6402602,0.145613492,102,49.43,1.46,292.96,0
4/13/2007,2.39,322.0788548,2.3370207,0.344624907,103,59.59,0.72,241.93,0
4/14/2007,2.39,319.7683964,2.9416693,0.077809379,104,56.33,0.47,192.64,0
4/15/2007,2.39,317.7584908,3.6410963,0.850459576,105,60.36,1.61,216.72,0
4/16/2007,2.39,316.1332674,3.6765093,1.06404781,106,60.42,1.05,266.99,0
4/17/2007,2.39,314.8638565,3.6907666,0.879680157,107,63.66,1.31,196.63,0.00002
4/18/2007,2.45,313.8931387,3.1206933,2.13946629,108,69.36,2.01,210.66,0.000852
4/19/2007,2.45,313.1639946,3.3893906,0.575991035,109,59.33,2.22,211.07,0.000552
4/20/2007,2.45,312.6193046,3.5769312,0.580554485,110,64.69,2.67,220.35,0.0001
4/21/2007,2.51,312.2019495,3.1058957,2.21986055,111,69.34,2.83,224.07,0.000107
4/22/2007,2.51,311.8548096,2.4746207,0.05402416,112,64.01,2.63,237.31,0.011546
4/23/2007,2.57,311.5207657,2.5656347,0.443016887,113,61.72,2.8,226.57,0.013369
4/24/2007,2.63,311.1541736,2.099748,3.46959376,114,63.29,2.82,239.48,0.012892
4/25/2007,2.68,310.7552916,1.2032692,0.876123846,115,60.08,2.37,235.71,0.019109
4/26/2007,2.68,310.3358531,1.4879312,0.233594477,116,56.57,1.89,234.44,0.020329
4/27/2007,2.68,309.9075917,1.6161575,0.146445289,117,46.09,0.63,312.8,0.011392
4/28/2007,2.8,309.4822409,2.7985923,0.251204014,118,42.38,0.33,170.44,0.005902
4/29/2007,2.86,309.0715343,3.75515608,5.1035881,119,51.19,1.63,226.47,0.002811
4/30/2007,2.92,308.6872054,2.4888673,0.143501326,120,67.49,1.56,202.51,0.001603
5/1/2007,2.92,308.3409878,3.5075376,0.263510257,121,69.78,1.76,207.26,0.000711
5/2/2007,2.92,308.034244,4.01244241,3.38272381,122,74.73,1.64,212.09,0.004328
5/3/2007,2.99,307.726853,4.47288134,2.35681295,123,76.34,1.28,204.25,0.004568
5/4/2007,2.99,307.3683227,3.75412701,0.907001078,124,73.12,2.13,224.2,0.002127
5/5/2007,2.99,306.9081609,5.05519766,0.957730114,125,68.84,2.2,215.46,0.000906
5/6/2007,3.05,306.2958756,4.38439116,3.95424175,126,68.1,2.87,211.48,0.000408
5/7/2007,3.12,305.4809748,3.69699268,0.454403192,127,66.17,2.32,212.66,0.000551
5/8/2007,3.12,304.4129663,3.62807289,0.120480508,128,76.62,2.77,212.85,0.000653
5/9/2007,3.05,303.041358,3.3252029,1.55380964,129,79.22,2.98,214.93,0.001288
5/10/2007,3.12,301.327701,3.75388953,0.978873014,130,76.36,2.71,228.51,0.000904
5/11/2007,3.12,299.2817181,3.79145242,22.8888836,131,82.74,3.52,220.68,0.0011
5/12/2007,3.12,296.9251753,3.213816,0.041906882,132,75.87,2.43,208.95,0.004637
5/13/2007,3.12,294.2798384,3.0808201,1.3678304,133,63.7,2.43,226.32,0.005135
5/14/2007,3.18,291.3674735,3.2706427,1.28240991,134,73.27,1.87,220.22,0.001679
5/15/2007,3.25,288.2098463,4.26861706,1.73577368,135,69,0.89,220.38,0.000456
5/16/2007,3.25,284.8287229,4.69194262,3.95328689,136,71.7,2.06,216.12,0.000139
5/17/2007,3.31,281.2458692,4.73904775,2.72353196,137,72.52,2.32,208.94,0.000091
5/18/2007,3.64,277.5029768,4.423756615,4.45231199,138,79,2.57,214.15,0.000185
5/19/2007,3.71,273.72144,4.5723041,2.32585311,139,77.11,2.17,214.09,0.000371
5/20/2007,3.79,270.0425789,5.4855867,2.59745455,140,81.41,3.33,223.95,0.000284
5/21/2007,4,266.6077135,6.1603592,3.27046609,141,73.03,3.2,224.7,0.000103
5/22/2007,4.45,263.5581639,5.8825478,1.37712598,142,55.35,2.27,225.5,0.000023
5/23/2007,4.76,261.0352501,6.4324624,0.909271955,143,52.61,2.4,226.99,0.000003
5/24/2007,4.91,259.1802922,6.608362,0.360992193,144,56.74,2.8,218.99,0
5/25/2007,4.37,258.1346102,6.4016723,0.148678347,145,50.65,2.48,229.17,0
5/26/2007,4.45,257.9772367,6.8361678,0.88152343,146,48.13,2.16,231.41,0
5/27/2007,6.57,258.5380541,6.8464561,5.68765783,147,54.27,2.41,221.98,0.000143
5/28/2007,6.2,259.5846577,6.9761792,0.335079789,148,47.44,2.51,226.66,0.000019
5/29/2007,8.99,260.8846425,6.5012059,5.11700678,149,42.98,2.22,224.79,0.000006
5/30/2007,7.43,262.2056034,6.9069163,0.019948652,150,43.66,2.48,221.77,0.000002
5/31/2007,7.53,263.3151357,7.0157385,0.230246246,151,51.82,2.23,227.24,0
6/1/2007,7.63,263.9808344,7.0367697,4.43721676,152,49.57,2.6,223.55,0
6/2/2007,5.67,263.9702945,6.9947891,1.2223475,153,54.36,2.08,227.22,0
6/3/2007,5.76,263.1418959,7.094201,88.8514938,154,62.65,2.65,224.99,0
6/4/2007,5.84,261.7171576,5.7312355,1.20045006,155,68.86,2.56,239.42,0
6/5/2007,7.04,260.0083836,6.2417858,9.89809799,156,71.04,3.06,224.42,0
6/6/2007,7.53,258.3278775,5.4173326,2.73027539,157,79.08,2.97,221.11,0.000214
6/7/2007,7.53,256.9879433,6.6050957,0.919188201,158,77.27,2.4,220.29,0.000142
6/8/2007,8.67,256.3008848,6.9106497,4.36440086,159,75.86,2.45,213.37,0.000069
6/9/2007,13.7,256.5790058,6.6455576,18.3719368,160,79.19,2.64,214.39,0.000111
6/10/2007,13.7,258.1346102,6.3909894,9.08017349,161,73.77,2.13,225.14,0.00004
6/11/2007,13.7,261.1682254,6.8363889,6.51014471,162,71.85,2.22,223.47,0.00015
6/12/2007,14.9,265.4332736,6.0957167,17.0313721,163,76.69,2.65,214.97,0.000274
6/13/2007,15.3,270.5714004,6.4655942,17.1065216,164,82.93,1.37,223.8,0.000092
6/14/2007,13,276.2242517,6.8536676,19.6398926,165,81.41,2.11,213.2,0.000125
6/15/2007,13.8,282.0334731,6.053801,10.3671255,166,92.24,3.65,224.5,0.000478
6/16/2007,14.2,287.6407105,6.4797707,15.7794456,167,89.31,2.85,217.65,0.000712
6/17/2007,14.3,292.6876095,6.7678735,11.9596329,168,86.1,3.87,222.38,0.000165
6/18/2007,14.3,296.8158159,7.011567,6.39933491,169,75.98,2.8,212.5,0.000015
6/19/2007,14.2,299.7496532,7.3903166,15.0578537,170,78.63,2.56,208.32,0.000001
6/20/2007,14.3,301.5441557,6.8344678,2.61754394,171,63.57,2.49,206.65,0
6/21/2007,14.3,302.3370355,6.6786622,4.63161039,172,71.54,2.4,213.04,0
6/22/2007,14.3,302.2660046,7.5618154,46.9582176,173,86.62,2.45,216.34,0.000027
6/23/2007,14.3,301.4687751,7.746003,12.1326561,174,84.72,1.78,206.75,0.000122
6/24/2007,13.7,300.0830591,7.4192315,11.1343298,175,78.35,1.82,199.77,0.000074
6/25/2007,13.5,298.2465685,7.3674269,2.96433711,176,74.89,2.15,209.32,0.000005
6/26/2007,14.2,296.0970156,7.8443961,32.06427,177,82.52,1.56,222.42,0
6/27/2007,14.2,293.7293324,7.7264028,19.0911636,178,86.89,1.55,215.29,0.000114
6/28/2007,14.2,291.0673315,7.8603884,14.232563,179,76.27,1.81,198.12,0.000082
6/29/2007,15,287.9920455,8.790949,6.878232,180,83.28,2.32,208.15,0.000005
6/30/2007,14.1,284.3845072,8.9277444,8.47351837,181,82.34,3.01,213.94,0
7/1/2007,14.2,280.1257491,8.5320266,27.6349945,182,82.97,2.69,217,0
7/2/2007,14.4,275.0968041,8.427386,10.2704372,183,82.04,2.69,213.44,0
7/3/2007,14.4,269.1787046,7.7936619,40.1535988,184,85.86,2.75,216.35,0
7/4/2007,14.4,262.2524834,7.5932568,28.1657162,185,84.11,3.15,216.76,0
7/5/2007,14.5,254.2778829,8.4761987,26.0044441,186,83.91,2.22,222.28,0
7/6/2007,15.2,245.5294843,8.8134465,39.0517693,187,82.41,2.78,217.9,0
7/7/2007,15.2,236.3605785,8.8751265,12.7292213,188,83.44,3.07,204.43,0
7/8/2007,15.3,227.1244563,8.9408021,6.62712574,189,83.65,2.96,203.77,0
7/9/2007,15.4,218.1744089,8.058321,12.3332787,190,81.11,2.86,224.1,0
